date,station_uuid,diesel
1454713321.0,9ce7d98b,0.949
1454713321.0,f3d91925,0.949
1454713321.0,87369318,0.989
1454713321.0,ff280add,0.969
1454713321.0,02f5834c,1.069
1454713321.0,ab133851,1.149
1454713321.0,c2301b5a,0.989
1454713321.0,212fde28,0.969
1454713321.0,bb24af7d,1.169
1454713321.0,065ebbad,0.969
1454713321.0,5984eea4,0.959
1454713321.0,8b0230d5,1.009
1454713321.0,023c4d8c,1.059
1454713321.0,d0445c11,1.069
1454713321.0,f2ef7300,0.999
1454713321.0,8df7b7e0,1.009
1454713321.0,ecaa161e,1.069
1454713321.0,085f0fd3,1.099
1454713561.0,fd8acdfd,0.969
1454713561.0,43973ab1,1.019
1454713561.0,27707ee4,0.989
1454713561.0,fea3781d,0.999
1454713561.0,97911c0d,0.989
1454713561.0,2af629f5,0.989
1454713561.0,5b63b72b,1.009
1454713561.0,6ebcf0bd,1.009
1454713561.0,7e16c19d,1.159
1454713561.0,77793a3e,1.009
1454713561.0,94862ec3,1.029
1454713561.0,5e6b1f04,0.989
1454713561.0,ca8919db,1.029
1454713561.0,71b846ff,0.989
1454713561.0,d5022b7f,1.039
1454713561.0,a278bd43,1.019
1454713561.0,976fb373,0.989
1454713561.0,459be729,1.044
1454713801.0,fd8acdfd,0.969
1454713801.0,a212a289,1.019
1454713801.0,c8fd7bd8,0.989
1454713801.0,b5e248eb,1.129
1454713801.0,ab133851,0.999
1454713801.0,91d2ac21,1.014
1454713801.0,9d9e60c3,1.017
1454713801.0,253839e1,1.159
1454713801.0,8a3d4726,0.979
1454713801.0,aa3a4a0b,1.014
1454713801.0,6d40e0d7,1.149
1454713801.0,d3953243,0.989
1454713801.0,046da538,1.039
1454713801.0,6c10bb5f,1.149
1454713801.0,ddaa5083,1.019
1454713801.0,44bc2c07,0.999
1454713801.0,b44da49f,1.019
1454713801.0,435e7b69,1.039
1454713801.0,a388f36b,0.999
1454714041.0,299d6edc,1.039
1454714041.0,8e0ce406,0.989
1454714041.0,7a952315,1.019
1454714281.0,a8f5bb50,1.149
1454714281.0,7c8cc75b,1.149
1454714281.0,b1df20da,1.149
1454714281.0,b0a6c8a3,1.159
1454714281.0,386d835f,0.989
1454714281.0,98a945b9,1.149
1454714281.0,b6de77a6,0.999
1454714281.0,e7a0ae36,1.159
1454714281.0,93e9a320,0.989
1454714281.0,8b3bfbbc,1.149
1454714281.0,958542ce,1.149
1454714281.0,5ec35915,0.989
1454714281.0,3bc0aa63,0.989
1454714281.0,e9a7ff5d,1.049
1454714281.0,7a8eaed9,1.049
1454714281.0,b1eaa840,1.029
1454714281.0,d72800fe,1.049
1454714521.0,b0a6c8a3,1.159
1454714521.0,9b209e8a,1.009
1454714521.0,e7a0ae36,1.159
1454714521.0,64bb101c,1.039
1454714521.0,,1.049
1454714521.0,26a6aed5,1.119
1454714521.0,dee2e5fc,0.979
1454714521.0,3982c15e,0.999
1454714521.0,e9a7ff5d,1.049
1454714521.0,7a8eaed9,1.049
1454714521.0,12081217,0.999
1454714521.0,cc3eddf4,0.999
1454714521.0,ea4294e9,0.969
1454714521.0,d72800fe,1.049
1454714761.0,fd8acdfd,0.969
1454714761.0,1ddbee38,1.019
1454714761.0,0593bd1c,0.989
1454715001.0,fd8acdfd,0.969
1454715001.0,ae48b914,1.159
1454715001.0,5e0f74ed,1.159
1454715001.0,b7fdbb95,1.159
1454715001.0,fbf71c0b,1.129
1454715001.0,,1.129
1454715001.0,97d56680,0.969
1454715001.0,237a7aef,1.159
1454715001.0,91e0ee78,1.159
1454715001.0,de77f6c5,1.159
1454715001.0,ab80b6f7,1.159
1454715001.0,7a1b2121,1.159
1454715001.0,,1.159
1454715001.0,cf184a67,0.989
1454715001.0,43e08abb,1.129
1454715001.0,4b23821f,1.159
1454715001.0,02f94d04,0.969
1454715001.0,ab133851,0.989
1454715001.0,0f2f9c5f,1.159
1454715001.0,47fd3799,1.129
1454715001.0,c52fae08,1.129
1454715001.0,0cd1139e,0.989
1454715001.0,a2459b61,1.159
1454715001.0,a9f75b32,1.159
1454715001.0,7785d660,1.159
1454715001.0,8dfeb73b,1.129
1454715001.0,02771ac8,1.159
1454715001.0,9b209e8a,1.019
1454715001.0,d1cab319,1.129
1454715001.0,6c528360,1.159
1454715001.0,744f44a5,0.999
1454715001.0,1df9dc01,1.159
1454715001.0,d51ef3f5,1.159
1454715001.0,348737ad,1.159
1454715001.0,bde06776,1.159
1454715001.0,5cdcf2a5,1.129
1454715001.0,0bd9645c,1.159
1454715001.0,5da4505e,1.129
1454715001.0,8babf7a8,1.159
1454715001.0,32aa70e6,1.159
1454715001.0,3f9273de,1.159
1454715001.0,01f8d023,1.159
1454715001.0,edd1487d,1.159
1454715001.0,1d71d64c,1.159
1454715001.0,,1.159
1454715001.0,7dfe4528,1.129
1454715001.0,21f78260,1.129
1454715001.0,97f194f9,1.159
1454715001.0,bf83ff8d,1.159
1454715001.0,5196f76a,1.159
1454715001.0,4367b614,1.159
1454715001.0,9679655e,1.159
1454715001.0,2d490ce5,1.129
1454715001.0,,1.129
1454715001.0,2275e3bb,1.159
1454715001.0,f2054fb8,1.159
1454715001.0,adfff05a,1.159
1454715001.0,f3b12324,1.129
1454715001.0,bec87d80,1.129
1454715001.0,,1.129
1454715001.0,1488066c,1.159
1454715001.0,d7ee03a5,1.159
1454715001.0,f8ab4e9f,1.129
1454715001.0,909c21e3,1.159
1454715001.0,7091515f,1.129
1454715001.0,18bd42e9,1.159
1454715001.0,9280f17b,0.989
1454715001.0,,1.129
1454715001.0,f3860d8d,1.159
1454715001.0,c99b3a87,1.159
1454715001.0,27c6fcd5,1.129
1454715001.0,38ead0e8,1.159
1454715001.0,9514a2c3,1.129
1454715001.0,2b5433ca,1.159
1454715001.0,0a9446f2,1.129
1454715001.0,43624917,1.159
1454715241.0,c0b82c6f,0.989
1454715241.0,242f842b,0.989
1454715241.0,9b76dd1d,1.129
1454715241.0,,1.129
1454715241.0,98cb49b1,1.129
1454715241.0,7b3fcbc6,1.129
1454715241.0,,1.129
1454715241.0,0b3fd25f,1.159
1454715241.0,139724a5,1.159
1454715241.0,3e68f1c7,1.159
1454715241.0,71b0f730,1.129
1454715241.0,91b59473,1.129
1454715241.0,6baeb328,1.129
1454715241.0,285e45c2,1.159
1454715241.0,d5d9e64c,1.159
1454715241.0,867ec7f3,1.129
1454715241.0,1ae63c31,1.129
1454715241.0,,1.129
1454715241.0,e00e317c,1.049
1454715241.0,2234b79f,1.159
1454715241.0,6e41593c,1.159
1454715241.0,44a2c936,1.159
1454715241.0,ab4da979,1.159
1454715241.0,3d12dc1e,1.129
1454715241.0,d0fb35a1,1.159
1454715241.0,d2c0bc6d,1.129
1454715241.0,1ab8e201,1.129
1454715241.0,89105f13,1.129
