date,station_uuid,diesel
1493503291.0,d55bad5b,1.299
1493503291.0,02f5834c,1.269
1493503291.0,862dbd5b,1.269
1493503291.0,91d2ac21,1.184
1493503291.0,31e85a65,1.199
1493503291.0,a07f741f,1.339
1493503291.0,396b08fd,1.319
1493503291.0,5f092464,1.279
1493503291.0,2218e8d2,1.179
1493503291.0,ab706620,1.269
1493503291.0,bb24af7d,1.289
1493503291.0,096b9bb0,1.179
1493503291.0,ba6f9de2,1.299
1493503291.0,4263f1be,1.269
1493503291.0,179380b8,1.269
1493503291.0,d0445c11,1.269
1493503291.0,d07492b4,1.149
1493503291.0,f5ccc280,1.309
1493503291.0,ecaa161e,1.269
1493503291.0,19c801a7,1.299
1493503291.0,40e0779e,1.269
1493503291.0,459be729,1.244
1493503291.0,6b13020d,1.269
1493503291.0,768d2bfe,1.269
1493503291.0,085f0fd3,1.289
1493503291.0,22b653b3,1.179
1493503291.0,03afa08f,1.179
1493503291.0,142082b9,1.259
1493503351.0,43973ab1,1.199
1493503351.0,4c24bd23,1.159
1493503351.0,ace72885,1.239
1493503351.0,ff263010,1.199
1493503412.0,51ff6877,1.169
1493503412.0,2af629f5,1.159
1493503412.0,fd3c454f,1.189
1493503412.0,6ebcf0bd,1.189
1493503412.0,19a65d8e,1.159
1493503412.0,4d4039fd,1.199
1493503412.0,ea4294e9,1.139
1493503412.0,93a21747,1.209
1493503471.0,e399a8ea,1.229
1493503471.0,ca8919db,1.189
1493503471.0,c4b5690e,1.149
1493503531.0,17b8eb16,1.289
1493503531.0,ae0b5a92,1.239
1493503531.0,60cf6168,1.189
1493503531.0,e2b8f259,1.199
1493503531.0,8a3d4726,1.179
1493503531.0,13228d53,1.229
1493503531.0,61637c84,1.219
1493503531.0,842da93a,1.209
1493503591.0,c1f003e3,1.229
1493503591.0,c40cb496,1.139
1493503591.0,73242acd,1.149
1493503591.0,5533e7bf,1.309
1493503591.0,a388f36b,1.189
1493503651.0,efa93e18,1.179
1493503651.0,77979e7e,1.179
1493503651.0,29551109,1.249
1493503651.0,5ec35915,1.179
1493503711.0,ec60ed5f,1.189
1493503711.0,c4799ced,1.199
1493503711.0,56b0dc6a,1.179
1493503711.0,8914d28e,1.189
1493503711.0,87a23e83,1.189
1493503711.0,1d3ab507,1.189
1493503771.0,ad1f45e5,1.189
1493503771.0,30572f18,1.154
1493503771.0,de505192,1.239
1493503771.0,0d8a8599,1.239
1493503771.0,72162ebe,1.239
1493503771.0,d887646b,1.179
1493503771.0,15a5d68a,1.239
1493503771.0,324dc3f8,1.179
1493503831.0,c07bd363,1.239
1493503891.0,234c6f7e,1.139
