date,station_uuid,diesel
1495663266.0,17b8eb16,1.299
1495663266.0,4721133a,1.149
1495663266.0,57c6a470,1.149
1495663266.0,0d053eb3,1.259
1495663266.0,1b56abb5,1.149
1495663266.0,ca6cf07d,1.249
1495663266.0,373fd05a,1.179
1495663266.0,f435573a,1.179
1495663266.0,77793a3e,1.219
1495663266.0,6ea02fe5,1.179
1495663266.0,d07492b4,1.129
1495663266.0,21269bfc,1.098
1495663266.0,5de75327,1.149
1495663266.0,459be729,1.214
1495663266.0,22b653b3,1.169
1495663325.0,c8c80a71,1.179
1495663325.0,ff263010,1.189
1495663386.0,51ff6877,1.179
1495663386.0,ca8919db,1.159
1495663386.0,ace72885,1.249
1495663386.0,023c4d8c,1.179
1495663386.0,c4b5690e,1.159
1495663386.0,e9b0a748,1.189
1495663386.0,33caf979,1.149
1495663446.0,33caeb95,1.13
1495663446.0,c89e4e5e,1.239
1495663446.0,2af629f5,1.149
1495663446.0,c40cb496,1.139
1495663506.0,0c728d01,1.159
1495663506.0,70afc256,1.159
1495663506.0,8a3d4726,1.159
1495663506.0,73242acd,1.159
1495663506.0,c5a3cdcb,1.209
1495663506.0,5533e7bf,1.319
1495663506.0,ea4294e9,1.149
1495663566.0,60cf6168,1.199
1495663566.0,a4842df2,1.168
1495663566.0,253839e1,1.299
1495663566.0,a388f36b,1.189
1495663626.0,a212a289,1.199
1495663626.0,77979e7e,1.179
1495663626.0,c1f003e3,1.209
1495663626.0,fdce6bd4,1.149
1495663626.0,e2eeab30,1.149
1495663626.0,5ec35915,1.159
1495663686.0,ec60ed5f,1.179
1495663686.0,6d40e0d7,1.149
1495663686.0,8914d28e,1.179
1495663686.0,ddaa5083,1.209
1495663686.0,b6458958,1.309
1495663686.0,87a23e83,1.179
1495663686.0,1d3ab507,1.179
1495663745.0,ad1f45e5,1.199
1495663745.0,de505192,1.249
1495663745.0,0d8a8599,1.249
1495663745.0,72162ebe,1.249
1495663745.0,d887646b,1.169
1495663745.0,c61bf054,1.334
1495663745.0,15a5d68a,1.249
1495663745.0,324dc3f8,1.169
1495663806.0,30572f18,1.174
1495663806.0,29551109,1.289
1495663866.0,be63db8b,1.249
1495663925.0,4c24bd23,1.149
1495663925.0,e06480d6,1.129
1495663986.0,81eb1428,1.159
1495663986.0,3ee07cac,1.189
1495663986.0,bba52d69,1.229
1495663986.0,26a6aed5,1.229
1495664046.0,c7df12d5,1.309
1495664106.0,a979524c,1.159
1495664106.0,9a0a078c,1.168
1495664166.0,e589fd9d,1.149
1495664166.0,460c213f,1.239
1495664166.0,aad3e88a,1.249
1495664166.0,a622d33e,1.189
1495664166.0,3bc0aa63,1.219
1495664166.0,57d1fddc,1.189
1495664226.0,657c5e72,1.279
1495664226.0,94862ec3,1.209
1495664226.0,85edb580,1.179
1495664226.0,ace72885,1.179
1495664226.0,54b81d07,1.199
1495664226.0,2fa6d835,1.279
1495664226.0,5136691e,1.149
1495664345.0,f58434d3,1.299
1495664345.0,317387f0,1.189
1495664345.0,1ed6826b,1.229
1495664466.0,ab133851,1.159
1495664585.0,c465775f,1.229
1495664585.0,00a2a041,1.269
1495664585.0,3bf045f8,1.179
1495664585.0,3b4c70df,1.239
1495664585.0,fb46bd6e,1.249
1495664585.0,a3b115d1,1.239
1495664585.0,69964900,1.159
1495664585.0,c3e9fea8,1.184
1495664585.0,1d5839f0,1.159
1495664585.0,c7eb5131,1.189
1495664646.0,659b2e72,1.129
1495664826.0,d97d5b77,1.199
1495664945.0,72ce5694,1.169
1495664945.0,a6f98df6,1.189
1495665126.0,e00e317c,1.219
1495665186.0,b4032e28,1.219
1495665186.0,a770daf6,1.159
1495665186.0,89d43501,1.169
1495665186.0,d2575398,1.159
1495665186.0,6e858274,1.159
1495665186.0,0fa10671,1.249
1495665245.0,0d8a8599,1.219
1495665306.0,433cd102,1.259
1495665306.0,c7df12d5,1.299
1495665426.0,a0ad552e,1.149
1495665485.0,433cd102,1.259
1495665546.0,0fa96932,1.149
1495665786.0,50b27f80,1.189
1495665786.0,13ac9af6,1.209
1495665786.0,6d934eee,1.259
1495665786.0,2d698eb6,1.179
1495665786.0,ffc943b9,1.219
1495665786.0,4f9ccf16,1.229
1495665786.0,215b0c3d,1.259
1495665786.0,c1d6b449,1.189
1495665786.0,d9b08f78,1.209
1495665786.0,1a45c6ef,1.209
1495665786.0,0886ecde,1.149
1495665786.0,691ce904,1.209
1495665786.0,712e5646,1.179
1495665786.0,6982586c,1.229
1495665786.0,0f6f38a4,1.199
1495665786.0,bc514af8,1.259
1495665786.0,d90a2276,1.169
1495665786.0,0b563bcc,1.199
1495665786.0,5d07df0f,1.179
1495665786.0,f44b6301,1.189
1495665786.0,4c03ee89,1.209
1495665786.0,827fe9cd,1.189
1495665786.0,bbd2a218,1.189
1495665786.0,566e4815,1.179
1495665786.0,71424e6c,1.179
1495665786.0,218b7c8b,1.149
1495665786.0,48676749,1.209
1495665786.0,fd09c85a,1.209
1495665786.0,91698594,1.209
1495665786.0,64bc8569,1.139
1495665786.0,7af3790e,1.189
1495665786.0,b205cecb,1.189
1495665786.0,790cb266,1.229
1495665786.0,990bc1af,1.259
1495665786.0,05946741,1.189
1495665786.0,b0c139bb,1.249
1495665786.0,3965f1ec,1.249
1495665786.0,7b89feff,1.179
1495665786.0,9d4458f3,1.169
1495665846.0,13683185,1.209
1495666085.0,95dade99,1.179
1495666146.0,6a79b20f,1.159
1495666266.0,684b2be8,1.209
1495666266.0,b387d3fa,1.189
1495666626.0,dfc32fdb,1.209
1495666626.0,c07bd363,1.209
1495666626.0,6bddc0c9,1.219
1495666626.0,5aa87776,1.259
1495666746.0,f82da33f,1.179
1495666807.0,5ae3b069,1.169
1495666807.0,4a51e02f,1.169
1495666807.0,bb503078,1.189
1495666865.0,671d6e1d,1.179
1495666865.0,dd62114c,1.179
1495666865.0,35822dd5,1.169
1495666865.0,d0498c7a,1.179
1495666865.0,2cb63a21,1.189
1495666865.0,b4094a10,1.179
1495666865.0,c360e760,1.179
1495666865.0,8c087722,1.169
1495666865.0,ca9bd89a,1.179
1495666865.0,4c05520d,1.179
1495666865.0,1bb94f90,1.179
1495666865.0,a388f36b,1.179
1495666865.0,85dcde4e,1.179
1495666986.0,24696b6f,1.149
1495666986.0,784d4e2a,1.179
1495666986.0,ac3b0cb7,1.179
1495666986.0,ee54e371,1.179
1495666986.0,e7295166,1.179
1495666986.0,4f44e38b,1.179
1495666986.0,e7d27435,1.179
1495666986.0,ded69fbb,1.189
1495666986.0,b8529633,1.179
1495666986.0,56db44d2,1.179
1495666986.0,fff62873,1.179
1495666986.0,858fd8de,1.179
1495666986.0,bb4e75d9,1.169
1495666986.0,061f678d,1.179
1495666986.0,9bcbbbc7,1.189
1495666986.0,5270ef96,1.169
1495666986.0,aa4b4ae6,1.179
1495666986.0,26056533,1.199
1495666986.0,96ae55d2,1.179
1495666986.0,448b8b44,1.179
1495666986.0,b44f61b0,1.179
1495666986.0,7c912d45,1.179
1495666986.0,0eec9a7b,1.179
1495666986.0,6adb2e0c,1.249
1495666986.0,0880a239,1.179
1495666986.0,ebe29594,1.179
1495667045.0,7db0ea2e,1.209
1495667106.0,844f1480,1.189
1495667106.0,a9740f4d,1.179
1495667106.0,c3a73e2d,1.189
1495667106.0,645f5296,1.179
1495667106.0,67642b0d,1.199
1495667106.0,3f118a37,1.209
1495667106.0,39b32a77,1.189
1495667106.0,9fbf8dcd,1.189
1495667106.0,128c4a0e,1.149
1495667106.0,33e1917c,1.169
1495667106.0,819ea283,1.189
1495667106.0,43d05eaa,1.209
1495667106.0,20156578,1.169
1495667106.0,e9b4f3f5,1.189
1495667106.0,36531cac,1.179
1495667106.0,44bf3174,1.149
1495667106.0,a3cd819d,1.199
1495667106.0,2685fde6,1.229
1495667106.0,cf4becee,1.199
1495667106.0,6577b47a,1.189
1495667106.0,89105f13,1.229
1495667106.0,ef6a4535,1.189
1495667106.0,6ab142e0,1.209
1495667106.0,fe8f8bee,1.179
1495667106.0,3a3fc6fd,1.179
1495667106.0,8d6341ad,1.259
1495667226.0,d3fff19d,1.179
1495667226.0,5798eb33,1.209
1495667226.0,44e801f0,1.209
1495667226.0,eaadc508,1.199
1495667226.0,0f4a41fc,1.179
1495667226.0,5b7092cb,1.189
1495667226.0,e8356b40,1.219
1495667226.0,4204f478,1.179
1495667226.0,9537b003,1.209
1495667226.0,9d888387,1.219
1495667226.0,288e33f2,1.219
1495667226.0,6d24e5fe,1.179
1495667226.0,aa21a663,1.189
1495667226.0,96d4afe8,1.219
1495667226.0,34664756,1.239
1495667226.0,c7e28f54,1.209
1495667226.0,7c6725e1,1.189
1495667226.0,faf03f8f,1.209
1495667226.0,dc06e82c,1.239
1495667226.0,59635b5d,1.229
1495667226.0,c4088196,1.189
1495667226.0,c1a5c3a6,1.219
1495667226.0,4401812d,1.219
1495667226.0,0748225f,1.219
1495667226.0,c8081aa2,1.179
1495667226.0,13596539,1.249
1495667288.0,fd3c454f,1.179
1495667359.0,e5a3d8f9,1.149
1495667411.0,7a3115f2,1.149
1495667411.0,dcbfbcf3,1.149
1495667411.0,f6d9b461,1.159
1495667411.0,506ed98f,1.159
1495667411.0,2c82fe56,1.149
1495667411.0,538bd786,1.139
1495667411.0,015ecd27,1.149
1495667411.0,57e77986,1.159
1495667586.0,de920e08,1.209
1495667706.0,6a05bc91,1.169
1495667765.0,4a852856,1.199
1495667825.0,d4c5b88e,1.209
1495667825.0,9ba54253,1.209
1495667825.0,0f6fe1eb,1.209
1495667825.0,77aab11d,1.209
1495667825.0,b1dd859f,1.219
1495667825.0,b863dc49,1.209
1495667825.0,ce73fb63,1.209
1495667825.0,649a77db,1.209
1495667825.0,2e24ce9f,1.209
1495667825.0,d49e5d4c,1.209
1495667825.0,fac5bd9e,1.209
1495667825.0,5a3f99e3,1.209
1495667825.0,2a7c4091,1.209
1495667885.0,a9ac5f0c,1.178
1495667945.0,340e9b8b,1.259
1495667945.0,dc9724ba,1.209
1495667945.0,e4436253,1.219
1495667945.0,693441d5,1.239
1495667945.0,8469fbc7,1.179
1495667945.0,baa66b57,1.259
1495667945.0,59affa92,1.209
1495667945.0,2703d1c4,1.239
1495667945.0,ce73fb63,1.149
1495667945.0,dab2adef,1.199
1495667945.0,928e1254,1.209
1495668006.0,4b92e661,1.269
1495668065.0,7091515f,1.239
1495668125.0,5848abf3,1.159
1495668125.0,d0af3229,1.199
1495668185.0,44850052,1.209
1495668185.0,1ba4d2a5,1.159
1495668185.0,055d27b8,1.199
1495668245.0,7d9e71ad,1.219
1495668245.0,6791f8cd,1.259
1495668245.0,27d11827,1.219
1495668305.0,8b7a46ae,1.269
1495668365.0,0f6fe1eb,1.179
1495668365.0,a7e5b405,1.189
1495668365.0,34b00dee,1.159
1495668365.0,ac4a43b1,1.209
1495668365.0,e431e0c7,1.179
1495668365.0,d49e5d4c,1.169
1495668365.0,928e1254,1.169
1495668425.0,85f08836,1.219
1495668425.0,f04fe50a,1.209
1495668425.0,d02509ed,1.209
1495668666.0,20a89842,1.209
1495668785.0,ab8081a0,1.189
1495668785.0,077aee0e,1.259
1495668845.0,036b80ad,1.149
1495668906.0,e9ddb2b9,1.259
1495668906.0,dff7e38b,1.259
1495668906.0,bd3ee18d,1.259
1495668906.0,042a624d,1.249
1495668969.0,c5151d58,1.179
1495668969.0,8a72c03e,1.179
1495669025.0,c20260d6,1.209
1495669025.0,9f652a92,1.189
1495669085.0,cf213ad2,1.209
1495669145.0,be189140,1.179
1495669145.0,56afcb19,1.149
1495669326.0,628e1099,1.199
1495669565.0,ecaab335,1.269
1495669806.0,7ac12ae4,1.179
1495669865.0,b387d3fa,1.179
1495670046.0,cc5960c5,1.129
1495670046.0,83e564c6,1.259
1495670046.0,d8d6b8ef,1.209
1495670046.0,747d5419,1.119
1495670225.0,b8ddb5a8,1.149
1495670406.0,631ddb8a,1.179
1495670406.0,a388f36b,1.169
1495670585.0,97543d60,1.164
1495670585.0,d9b9345c,1.164
1495670585.0,0d7e555d,1.164
1495670585.0,9456d189,1.239
1495670646.0,466dfd41,1.179
1495670706.0,720d6cbc,1.179
1495670706.0,a664a217,1.179
1495670706.0,6860f6a1,1.179
1495670826.0,6b012e3a,1.179
1495670826.0,0bf731c0,1.189
1495670888.0,340e9b8b,1.209
1495670888.0,98860edd,1.179
1495670888.0,d0145a6c,1.179
1495670945.0,ba815d55,1.169
1495671066.0,d443343e,1.129
1495671185.0,d685db42,1.169
1495671185.0,de6c0c12,1.169
1495671185.0,c45f047d,1.169
1495671425.0,4c029f46,1.199
1495671485.0,60cf6168,1.249
1495671665.0,06585eed,1.179
1495671665.0,1c087491,1.169
1495671665.0,f02aba4d,1.169
1495671785.0,8c0782e7,1.169
1495671845.0,5175d50a,1.169
1495671845.0,f1a2379b,1.158
1495671966.0,31105aa7,1.159
1495671966.0,34adc4e3,1.159
1495671966.0,3851f5d5,1.169
1495672025.0,ab583e1e,1.189
1495672325.0,15eba23d,1.184
1495672325.0,f7d2b2de,1.189
1495672385.0,6bfa1784,1.189
1495672385.0,b4be46ac,1.184
1495672385.0,0bf731c0,1.149
1495672446.0,68cd8b5a,1.159
1495672566.0,d6e3342a,1.179
1495672806.0,fe496e01,1.149
1495672865.0,b338177f,1.169
1495672985.0,1b56abb5,1.189
1495673106.0,b387d3fa,1.169
1495673226.0,e3b8e203,1.049
1495673226.0,6567da70,1.189
1495673406.0,e3b8e203,1.139
1495673406.0,437a065e,1.249
1495673705.0,a388f36b,1.159
1495673825.0,376e6a15,1.139
1495674066.0,22bbd2e9,1.199
1495674186.0,1b21d50b,1.179
1495674186.0,9bc16c2e,1.179
1495674425.0,56f076dc,1.209
1495674425.0,f7e2f65d,1.189
1495674486.0,13bb32b4,1.159
1495674486.0,d77409e0,1.199
1495674545.0,9852ddd5,1.209
1495674606.0,5ff01128,1.209
1495674606.0,d31fa383,1.179
1495674665.0,b3d667a6,1.199
1495674785.0,f2458f35,1.219
1495674785.0,d31fa383,1.179
1495674965.0,30ffa8c9,1.249
1495674965.0,1db5b62a,1.249
1495674965.0,f2458f35,1.249
1495674965.0,2237382a,1.259
1495674965.0,672c6cfd,1.249
1495675026.0,9c308e5f,1.199
1495675026.0,836bcdaa,1.189
1495675145.0,cc4d2444,1.169
1495675145.0,3d45d1b9,1.249
1495675206.0,0ecd3674,1.209
1495675265.0,7d5bf573,1.199
1495675385.0,dec55aa1,1.149
1495675505.0,3a8770f2,1.199
1495675505.0,19eaaa8f,1.199
1495675505.0,d18dd289,1.259
1495675685.0,826ef9e5,1.189
1495676106.0,ccb88791,1.249
1495676225.0,7ad9844c,1.169
1495676225.0,30ffa8c9,1.259
1495676225.0,1dcc8077,1.189
1495676466.0,48198db0,1.144
1495676585.0,b387d3fa,1.159
1495676645.0,d18dd289,1.269
1495676825.0,f3165b36,1.189
1495677011.0,a291fa50,1.199
1495677185.0,461c1a45,1.189
1495677606.0,c87f2cf7,1.169
1495677606.0,911d9371,1.319
1495677606.0,8b42f488,1.219
1495677606.0,6a9a24d9,1.309
1495677606.0,3b5be616,1.319
1495677606.0,4e4e1a16,1.219
1495677606.0,11b5806d,1.239
1495677606.0,317db5c8,1.319
1495677606.0,8b3f44b0,1.319
1495677606.0,a73bef5e,1.309
1495677606.0,cf4759e8,1.219
1495677606.0,4b7e86ba,1.319
1495677606.0,558fc57e,1.319
1495677606.0,ff922650,1.309
1495677606.0,5ed7343e,1.239
1495677606.0,cf4fcc7d,1.319
1495677606.0,eb3b36ff,1.219
1495677606.0,423f33ac,1.269
1495677606.0,5f9e44dd,1.259
1495677606.0,543855ac,1.259
1495677606.0,e2a68953,1.249
1495677606.0,15d36622,1.319
1495677606.0,80a74921,1.219
1495677606.0,9da3a4c0,1.259
1495677606.0,a9061770,1.289
1495677606.0,7efa821a,1.239
1495677606.0,d0e02780,1.219
1495677606.0,542fbb56,1.199
1495677606.0,34b739ce,1.319
1495677606.0,1f1403a7,1.309
1495677606.0,e4e43cad,1.319
1495677665.0,669db224,1.109
1495677665.0,f5d1988d,1.359
1495677665.0,786f2950,1.359
1495677665.0,d5a86b4b,1.359
1495677665.0,9f236f48,1.359
1495677665.0,7595ea9a,1.359
1495677665.0,c3a864db,1.359
1495677665.0,e1d95425,1.359
1495677665.0,e44ceca1,1.359
1495677665.0,abea714d,1.359
1495677665.0,3285fd04,1.359
1495677665.0,2759b04f,1.359
1495677665.0,037efd2a,1.359
1495677665.0,06dc60dd,1.359
1495677665.0,9cc23390,1.359
1495677665.0,f4a6d9ed,1.359
1495677665.0,4907b9ed,1.359
1495677665.0,4c7d9195,1.359
1495677665.0,00de5a7b,1.359
1495677665.0,af7120b0,1.359
1495677665.0,f3a00339,1.359
1495677665.0,2f808001,1.359
1495677665.0,a9e7d486,1.189
1495677665.0,bc45bc13,1.359
1495677665.0,0e9418e2,1.359
1495677665.0,c1fb8330,1.359
1495677665.0,52a523f4,1.359
1495677665.0,f268704b,1.359
1495677665.0,743ae788,1.359
1495677665.0,9c72ec3a,1.359
1495677665.0,abb38991,1.359
1495677665.0,affbe2d3,1.359
1495677665.0,c4d9fd71,1.359
1495677665.0,5c5e9ece,1.359
1495677665.0,4ab13155,1.359
1495677665.0,3ddefb60,1.359
1495677665.0,79bfc8e6,1.359
1495677665.0,69154954,1.359
1495677665.0,bc0ae2c6,1.359
1495677665.0,a807ecd5,1.359
1495677665.0,fd045743,1.359
1495677665.0,2dca7c1d,1.359
1495677665.0,99c5c095,1.359
1495677665.0,4b494c92,1.359
1495677665.0,8e7b7790,1.259
1495677665.0,df7ac2b6,1.359
1495677665.0,2ccc4437,1.359
1495677665.0,a8f6f809,1.359
1495677665.0,4e45a2b8,1.359
1495677665.0,d4133fe8,1.359
1495677665.0,ca27eadd,1.359
1495677665.0,0a787e26,1.359
1495677665.0,d3722258,1.359
1495677665.0,abf09942,1.359
1495677665.0,7f358136,1.359
1495677665.0,2ce60956,1.359
1495677665.0,755ca81c,1.359
1495677665.0,0ba3a7d1,1.359
1495677665.0,2510a802,1.359
1495677665.0,9c114417,1.359
1495677665.0,2583beeb,1.359
1495677665.0,79a38de4,1.359
1495677665.0,749d3c9d,1.359
1495677726.0,c77e2863,1.199
1495677786.0,4f6de997,1.199
1495677786.0,87532816,1.294
1495677786.0,b9930116,1.219
1495677786.0,f0d6aa58,1.209
1495677786.0,293b9125,1.199
1495677786.0,67642b0d,1.189
1495677786.0,9bc2e863,1.164
1495677786.0,3d9b4dc8,1.184
1495677786.0,d2e86e86,1.169
1495677786.0,acca0be9,1.229
1495677786.0,4de24a20,1.199
1495677786.0,eac2af55,1.259
1495677786.0,2ab14021,1.259
1495677786.0,91b891b8,1.269
1495677786.0,7bfdb8c2,1.209
1495677786.0,48a1c30a,1.189
1495677786.0,54b31cf8,1.199
1495677786.0,d98fe3f5,1.184
1495677786.0,1ef95412,1.229
1495677786.0,90cec242,1.179
1495677786.0,53ae9528,1.229
1495677786.0,e3fcda3f,1.269
1495677786.0,e2fdcbf3,1.189
1495677786.0,7d9700c4,1.199
1495677786.0,1636cb5c,1.199
1495677786.0,fdd8eb18,1.189
1495677786.0,834e2670,1.149
1495677786.0,5f1e3ccf,1.159
1495677845.0,30ffa8c9,1.269
1495677845.0,790402b3,1.149
1495677845.0,a57d0d0e,1.209
1495677906.0,8fc85062,1.289
1495677906.0,0ff209cc,1.219
1495677906.0,6b162563,1.259
1495677906.0,cb61d796,1.259
1495677906.0,c6317552,1.249
1495677906.0,63b1377c,1.209
1495677906.0,9a4d188a,1.209
1495677906.0,da6cfb62,1.209
1495677906.0,631aa32c,1.229
1495677906.0,dd78438d,1.239
1495677906.0,d19b61da,1.209
1495677906.0,943df293,1.189
1495677906.0,5e8d6563,1.229
1495677906.0,dcab2d5d,1.229
1495677906.0,630198f5,1.219
1495677906.0,f6c091f9,1.209
1495677906.0,98c5755b,1.209
1495677906.0,9bccabe6,1.209
1495677906.0,9e47d969,1.229
1495677906.0,212fd8e9,1.309
1495677906.0,ea01675f,1.229
1495677906.0,73242acd,1.249
1495677906.0,662ae541,1.209
1495677906.0,ab49a3d7,1.229
1495677906.0,793d12bc,1.204
1495677906.0,d6831509,1.209
1495677906.0,7d76b1c0,1.249
1495677906.0,c0210272,1.169
1495677906.0,d5c5e431,1.249
1495677906.0,aef0d8b9,1.259
1495677906.0,dfcf2cb8,1.229
1495677906.0,b88f7241,1.179
1495677906.0,3b9a2c70,1.189
1495677906.0,0bcef4ad,1.229
1495677906.0,42b80e51,1.209
1495677906.0,74adc87d,1.259
1495677906.0,9f9d06bd,1.224
1495677966.0,33a40844,1.219
1495677966.0,a376033a,1.219
1495677966.0,05fa8b72,1.219
1495677966.0,7eb1f44d,1.249
1495677966.0,5b1eb6c6,1.209
1495677966.0,31d0c179,1.149
1495677966.0,fa4d44ce,1.219
1495677966.0,f89f019c,1.209
1495677966.0,5076e63c,1.219
1495678025.0,e050ed52,1.309
1495678025.0,dc82bdd6,1.199
1495678025.0,517a6ad7,1.149
1495678025.0,2ec1652c,1.149
1495678025.0,c862713a,1.199
1495678025.0,7001785d,1.249
1495678025.0,6a687cf5,1.209
1495678025.0,b2a8f247,1.209
1495678025.0,69055d76,1.189
1495678025.0,d307494f,1.259
1495678025.0,a774140b,1.249
1495678085.0,2cb63a21,1.179
1495678145.0,3bb67816,1.229
1495678145.0,4c83adf3,1.259
1495678266.0,12dd04fe,1.099
1495678266.0,e186001f,1.219
1495678266.0,22271941,1.159
1495678386.0,2ddaec8d,1.219
1495678386.0,a6e2e315,1.199
1495678386.0,2f2edf83,1.179
1495678386.0,2b390ecb,1.169
1495678386.0,c35a371d,1.179
1495678386.0,70e22a28,1.169
1495678386.0,01f82ba4,1.209
1495678386.0,8dc0342e,1.209
1495678386.0,1f9d1ea6,1.169
1495678386.0,1b2716b3,1.159
1495678386.0,726bbc28,1.149
1495678386.0,364488f7,1.149
1495678386.0,dbacecfb,1.149
1495678386.0,1d2f1425,1.159
1495678386.0,801a4bcc,1.189
1495678386.0,bda7134d,1.179
1495678386.0,60983be1,1.159
1495678386.0,c76359a4,1.169
1495678386.0,c0a4ac06,1.169
1495678386.0,83a4c48e,1.199
1495678386.0,36ed9058,1.189
1495678386.0,76a48cbe,1.149
1495678386.0,f6798657,1.149
1495678386.0,b93a61f3,1.149
1495678386.0,9f5a9e69,1.159
1495678386.0,e526650e,1.149
1495678386.0,6a27f09d,1.149
1495678386.0,9758fc2a,1.179
1495678386.0,32f0b93e,1.149
1495678386.0,fbe424bb,1.179
1495678386.0,2f54d4c9,1.169
1495678386.0,f856d6e0,1.149
1495678386.0,b8705ff2,1.169
1495678386.0,fdf0e8d2,1.179
1495678386.0,9247febd,1.149
1495678386.0,864a3cb2,1.149
1495678386.0,2b987960,1.149
1495678386.0,27ed450f,1.169
1495678386.0,74776924,1.169
1495678386.0,3734af20,1.169
1495678386.0,cca094f8,1.159
1495678386.0,ae30d7e3,1.169
1495678386.0,1c504132,1.169
1495678386.0,6d6a4209,1.149
1495678386.0,1d6f1deb,1.189
1495678386.0,915f4559,1.149
