date,station_uuid,diesel
1458774001.0,87369318,1.029
1458774001.0,c7804480,1.229
1458774061.0,02f5834c,1.129
1458774061.0,862dbd5b,1.129
1458774061.0,a07f741f,1.129
1458774061.0,ca6cf07d,1.109
1458774061.0,bb24af7d,1.209
1458774061.0,24c052f2,1.119
1458774061.0,d0445c11,1.129
1458774061.0,,1.209
1458774061.0,ecaa161e,1.129
1458774061.0,19c801a7,1.239
1458774061.0,459be729,1.104
1458774061.0,085f0fd3,1.149
1458774061.0,93a21747,1.079
1458774121.0,cf184a67,1.029
1458774121.0,02f94d04,1.029
1458774121.0,ab133851,1.059
1458774121.0,91d2ac21,1.064
1458774121.0,6ebcf0bd,1.089
1458774121.0,dee2e5fc,1.029
1458774121.0,976fb373,1.039
1458774121.0,9280f17b,1.029
1458774121.0,7a952315,1.089
1458774181.0,253839e1,1.229
1458774241.0,f8ebbae1,1.069
1458774241.0,7e16c19d,1.229
1458774241.0,77793a3e,1.059
1458774241.0,95dade99,1.039
1458774301.0,17b8eb16,1.229
1458774301.0,384d5e02,1.099
1458774301.0,f8ebbae1,1.099
1458774301.0,ca8919db,1.079
1458774361.0,0bec4dba,0.999
1458774361.0,384af07c,1.099
1458774361.0,74282045,1.059
1458774361.0,c93086be,1.069
1458774421.0,a212a289,1.069
1458774421.0,4f6de997,1.109
1458774421.0,935cf042,1.059
1458774421.0,b44da49f,1.069
1458774481.0,0bec4dba,0.999
1458774481.0,435e7b69,1.069
1458774541.0,b5e248eb,1.169
1458774541.0,94862ec3,1.099
1458774541.0,ddaa5083,1.099
1458774601.0,de505192,1.109
1458774601.0,0d8a8599,1.109
1458774721.0,9d9e60c3,1.087
1458774721.0,aa3a4a0b,1.024
1458774721.0,59b6280c,1.039
1458774721.0,a388f36b,1.049
1458774721.0,3e1191fb,1.059
1458774841.0,5cdcf2a5,1.089
1458774841.0,26a6aed5,1.199
1458774841.0,2e401955,1.059
1458774901.0,b0a6c8a3,1.209
1458774901.0,e7a0ae36,1.209
1458774901.0,,1.109
1458774901.0,93f35a10,1.239
1458774901.0,e9a7ff5d,1.109
1458774901.0,7a8eaed9,1.109
1458774901.0,d72800fe,1.109
1458774961.0,0bec4dba,0.999
1458774961.0,c05a0ef2,1.059
1458775021.0,63a8e437,1.089
1458775021.0,3bc0aa63,1.089
1458775021.0,be63db8b,1.089
1458775081.0,a8f5bb50,1.169
1458775081.0,0bec4dba,0.999
1458775081.0,5ec35915,1.059
1458775081.0,b6972fc0,1.029
1458775141.0,64bb101c,1.099
1458775201.0,7c8cc75b,1.209
1458775201.0,b1df20da,1.209
1458775201.0,98a945b9,1.209
1458775201.0,ebb6637d,1.209
1458775201.0,8b3bfbbc,1.209
1458775201.0,958542ce,1.209
1458775261.0,f58434d3,1.229
1458775261.0,3bf045f8,1.039
1458775261.0,94862ec3,1.099
1458775261.0,a6f98df6,1.049
1458775321.0,ac1176c4,1.029
1458775321.0,9b209e8a,1.089
1458775321.0,cc4d2444,1.019
1458775321.0,54b81d07,1.069
1458775321.0,aad3e88a,1.089
1458775321.0,7eb639ab,1.039
1458775381.0,1ddbee38,1.089
1458775381.0,0593bd1c,1.039
1458775441.0,93d146a0,1.099
1458775441.0,aeba8c59,1.049
1458775441.0,12081217,1.039
1458775561.0,0bec4dba,0.999
1458775621.0,cc3eddf4,1.039
1458775621.0,ea4294e9,1.039
1458775621.0,c3e9fea8,1.094
1458775681.0,0bec4dba,0.999
1458775741.0,8e390e63,1.059
1458775801.0,de77f6c5,1.089
1458775801.0,e00e317c,1.109
1458775801.0,025d70e0,1.049
1458775801.0,87a23e83,1.079
1458775921.0,c05a0ef2,1.089
1458775921.0,f4df3f30,1.049
1458775981.0,a952ede9,1.089
1458776041.0,9a2cf8fa,1.099
1458776041.0,0dc0d8d3,1.049
1458776041.0,,1.079
1458776041.0,d2575398,1.049
1458776041.0,6e858274,1.049
1458776041.0,e91ec3d6,1.049
1458776101.0,ca6cf07d,1.089
1458776161.0,0bec4dba,0.999
1458776161.0,433cd102,1.189
1458776221.0,7d5bf573,1.029
1458776221.0,7ad9844c,1.019
1458776221.0,ab133851,1.059
1458776221.0,1dcc8077,1.039
1458776281.0,a0ad552e,1.049
1458776281.0,0bec4dba,0.999
1458776401.0,1cc41339,1.009
1458776581.0,de505192,1.059
1458776641.0,0d8a8599,1.059
1458776641.0,d96a698b,1.209
1458776821.0,0bec4dba,0.999
1458776821.0,5136691e,1.039
1458776881.0,0bec4dba,0.999
1458776941.0,50b27f80,1.049
1458776941.0,13ac9af6,1.049
1458776941.0,6d934eee,1.179
1458776941.0,2d698eb6,1.239
1458776941.0,ffc943b9,1.189
1458776941.0,4f9ccf16,1.199
1458776941.0,34525e5b,1.119
1458776941.0,c1d6b449,1.079
1458776941.0,d9b08f78,1.099
1458776941.0,1a45c6ef,1.039
1458776941.0,0886ecde,1.229
1458776941.0,2685fde6,1.229
1458776941.0,691ce904,1.049
1458776941.0,712e5646,1.159
1458776941.0,6982586c,1.199
1458776941.0,0f6f38a4,1.049
1458776941.0,bc514af8,1.219
1458776941.0,d90a2276,1.059
1458776941.0,0b563bcc,1.219
1458776941.0,5d07df0f,1.089
1458776941.0,f44b6301,1.099
1458776941.0,827fe9cd,1.049
1458776941.0,bbd2a218,1.089
1458776941.0,566e4815,1.069
1458776941.0,71424e6c,1.139
1458776941.0,218b7c8b,1.139
1458776941.0,48676749,1.069
1458776941.0,fd09c85a,1.129
1458776941.0,91698594,1.089
1458776941.0,64bc8569,1.099
1458776941.0,7af3790e,1.069
1458776941.0,b205cecb,1.049
1458776941.0,790cb266,1.129
1458776941.0,990bc1af,1.229
1458776941.0,05946741,1.089
1458776941.0,b0c139bb,1.229
1458776941.0,3965f1ec,1.139
1458776941.0,7b89feff,1.089
1458776941.0,9d4458f3,1.089
1458776941.0,9d229bd2,1.029
1458777181.0,4438eb3c,1.079
1458777241.0,31105aa7,1.049
1458777241.0,34adc4e3,1.049
1458777361.0,0bec4dba,0.999
1458777481.0,c76945cf,1.039
1458777541.0,0bec4dba,0.999
1458777601.0,b511f34b,1.039
1458777601.0,48d0e555,1.039
1458777601.0,6b4ba54d,1.039
1458777661.0,684b2be8,1.079
1458777661.0,6d17edaa,1.089
1458777661.0,5ae3b069,1.049
1458777661.0,4a51e02f,1.049
1458777841.0,24696b6f,1.059
1458777841.0,ee54e371,1.059
1458777841.0,b0e18943,1.099
1458777841.0,fff62873,1.079
1458777841.0,39195ba2,1.059
1458777841.0,42bd32f3,1.099
1458777841.0,8d6341ad,1.099
1458777901.0,844f1480,1.079
1458777901.0,a9740f4d,1.069
1458777901.0,c3a73e2d,1.079
1458777901.0,645f5296,1.069
1458777901.0,3f118a37,1.049
1458777901.0,39b32a77,1.069
1458777901.0,819ea283,1.079
1458777901.0,43d05eaa,1.049
1458777901.0,20156578,1.069
1458777901.0,e9b4f3f5,1.069
1458777901.0,36531cac,1.069
1458777901.0,cf4becee,1.029
1458777901.0,6577b47a,1.069
1458777901.0,ef6a4535,1.069
1458777901.0,5aa87776,1.149
1458777901.0,fe8f8bee,1.069
1458777901.0,3a3fc6fd,1.069
1458777961.0,67642b0d,1.079
1458777961.0,128c4a0e,1.079
1458777961.0,33e1917c,1.079
1458777961.0,0bec4dba,0.999
1458777961.0,055d27b8,1.049
1458777961.0,44bf3174,1.059
1458778021.0,e2edff7e,1.089
1458778021.0,b60ced65,1.089
1458778081.0,245c099c,1.039
1458778141.0,0bec4dba,0.999
1458778321.0,7a3115f2,1.039
1458778321.0,dcbfbcf3,1.029
