date,station_uuid,diesel
1510441266.0,d55bad5b,1.359
1510441266.0,02f5834c,1.319
1510441266.0,862dbd5b,1.319
1510441266.0,b484f1ea,1.239
1510441266.0,a07f741f,1.389
1510441266.0,3dbe97df,1.259
1510441266.0,396b08fd,1.359
1510441266.0,ca6cf07d,1.289
1510441266.0,f6d67f81,1.289
1510441266.0,5f092464,1.329
1510441266.0,2218e8d2,1.239
1510441266.0,ab706620,1.319
1510441266.0,bb24af7d,1.369
1510441266.0,77793a3e,1.259
1510441266.0,c5ae5244,1.169
1510441266.0,15a5d68a,1.289
1510441266.0,096b9bb0,1.239
1510441266.0,ba6f9de2,1.389
1510441266.0,4263f1be,1.319
1510441266.0,179380b8,1.319
1510441266.0,dc30c973,1.268
1510441266.0,d0445c11,1.319
1510441266.0,d07492b4,1.189
1510441266.0,a5f25877,1.239
1510441266.0,01d5bb85,1.259
1510441266.0,f5ccc280,1.359
1510441266.0,ecaa161e,1.319
1510441266.0,19c801a7,1.379
1510441266.0,40e0779e,1.319
1510441266.0,0a297a27,1.259
1510441266.0,6b13020d,1.319
1510441266.0,768d2bfe,1.319
1510441266.0,085f0fd3,1.369
1510441266.0,22b653b3,1.259
1510441266.0,03afa08f,1.239
1510441266.0,c93086be,1.269
1510441266.0,142082b9,1.309
1510441326.0,8b1dbb36,1.259
1510441326.0,c2cfa7d5,1.259
1510441326.0,43973ab1,1.249
1510441326.0,dea11e8b,1.219
1510441326.0,ff263010,1.279
1510441326.0,f2ef7300,1.249
1510441326.0,12c23508,1.259
1510441386.0,51ff6877,1.199
1510441386.0,c2301b5a,1.199
1510441386.0,fcafd9ec,1.269
1510441386.0,77c875bb,1.379
1510441386.0,ca8919db,1.249
1510441386.0,ace72885,1.289
1510441386.0,5c70351c,1.299
1510441386.0,c7804480,1.349
1510441386.0,cd84a2a9,1.319
1510441386.0,0aa739fb,1.299
1510441447.0,e399a8ea,1.289
1510441447.0,287da068,1.179
1510441447.0,2af629f5,1.179
1510441447.0,73b32664,1.199
1510441447.0,c5ae5244,1.199
1510441447.0,26058f82,1.259
1510441447.0,70692280,1.279
1510441506.0,77aab11d,1.159
1510441506.0,0cd1139e,1.189
1510441506.0,b1dd859f,1.249
1510441506.0,a388f36b,1.219
1510441567.0,a4842df2,1.208
1510441567.0,8a3d4726,1.239
1510441567.0,c1f003e3,1.289
1510441567.0,15a5d68a,1.279
1510441567.0,5533e7bf,1.369
1510441626.0,384d5e02,1.269
1510441626.0,001234ac,1.259
1510441626.0,1cabb4d0,1.259
1510441626.0,d00a147b,1.249
1510441686.0,ec60ed5f,1.249
1510441686.0,3b4c70df,1.299
1510441686.0,c4799ced,1.249
1510441686.0,6d40e0d7,1.219
1510441686.0,a3b115d1,1.299
1510441686.0,8914d28e,1.209
1510441686.0,12081217,1.229
1510441686.0,87a23e83,1.249
1510441686.0,1d3ab507,1.249
1510441746.0,ad1f45e5,1.259
1510441746.0,3ee07cac,1.259
1510441746.0,7e8a04b4,1.219
1510441746.0,de505192,1.289
1510441746.0,0d8a8599,1.289
1510441746.0,72162ebe,1.289
1510441746.0,d887646b,1.239
1510441746.0,324dc3f8,1.239
1510441746.0,8cd391f3,1.269
1510441806.0,b6553c9c,1.289
1510441806.0,214f33fa,1.169
1510441806.0,b07905d4,1.229
1510441806.0,dc76e214,1.219
1510441806.0,c5d46ea3,1.259
1510441865.0,c61bf054,1.374
1510441865.0,94862ec3,1.219
1510441865.0,7e7b7769,1.209
1510441865.0,78ed45ec,1.239
1510441925.0,f94d8069,1.329
1510441925.0,f4507e0e,1.239
1510441986.0,7cd126ee,1.309
1510441986.0,9969f9df,1.259
1510441986.0,4cb94961,1.229
1510441986.0,2b7e1a93,1.229
1510441986.0,2cb63a21,1.119
1510441986.0,bba52d69,1.309
1510441986.0,82786d09,1.259
1510441986.0,1a01fa0e,1.269
1510441986.0,3501927a,1.269
1510441986.0,ffcde0bb,1.278
1510441986.0,68f71b6d,1.259
1510441986.0,74635252,1.249
1510442046.0,253839e1,1.379
1510442046.0,ace72885,1.219
1510442046.0,2fa6d835,1.339
1510442165.0,bbc2b8d4,1.239
1510442165.0,7d9b502c,1.234
1510442165.0,460c213f,1.249
1510442165.0,a622d33e,1.239
1510442165.0,57d1fddc,1.239
1510442165.0,a58d391b,1.184
1510442226.0,01f82ba4,1.269
1510442226.0,c3fafc74,1.259
1510442226.0,54b81d07,1.259
1510442226.0,69964900,1.129
1510442226.0,1d5839f0,1.129
1510442286.0,64bb101c,1.289
1510442286.0,dea11e8b,1.219
1510442286.0,26a6aed5,1.289
1510442286.0,cc3eddf4,1.229
1510442346.0,88180dee,1.249
1510442346.0,85edb580,1.239
1510442346.0,72933f5e,1.189
1510442406.0,725ea57f,1.289
1510442466.0,de77f6c5,1.289
1510442466.0,aad3e88a,1.289
1510442466.0,be63db8b,1.289
1510442526.0,2ce9c67c,1.249
1510442586.0,3bf045f8,1.219
1510442586.0,94862ec3,1.279
1510442586.0,e00e317c,1.299
1510442586.0,05845b5e,1.239
1510442586.0,2fa6d835,1.339
1510442586.0,025d70e0,1.219
1510442706.0,f58434d3,1.379
1510442706.0,7dcac0a5,1.239
1510442766.0,9499ff78,1.239
1510442766.0,a6f98df6,1.219
1510442826.0,d97d5b77,1.259
1510442885.0,c465775f,1.289
1510442946.0,89d43501,1.239
1510443008.0,f435573a,1.259
